AGE,GENDER,POLICYSTATUS,PREMIUMFREQUENCY,POLICYTERM,INTERESTRATE,SUMASSURED,PREMIUM
55,1,0,1,20,105,1400000,1302759.68
67,1,0,1,20,105,1500000,1379700.06
68,1,0,1,15,105,245000,231579.62
64,1,0,1,15,105,230000,217401.29
51,1,0,1,22,105,1700000,1602343.46
52,1,0,1,26,105,1750000,1634143.13
63,1,0,1,18,105,230000,213346.09
66,1,0,1,19,105,1018000,870208.49
58,1,0,1,24,105,840000,800304.22
60,1,0,1,16,105,600000,505045.98
62,1,0,1,17,105,420000,373192.56
55,1,0,1,25,105,800000,0
57,1,0,1,22,105,1500000,1434723.23
65,1,0,1,20,105,1150000,1122497.98
59,1,0,1,22,105,9000000,8850987.41
66,1,0,1,20,105,1580000,1553840.02
64,1,0,1,15,105,3000000,2925956.06
60,1,0,1,17,105,3000000,2804702.18
63,1,0,1,16,105,1550000,1507678.57
52,1,0,1,25,105,6500000,6322523.03
63,1,0,1,16,105,5000000,4937679.67
54,1,0,1,24,105,5500000,5431447.63
63,1,0,1,17,105,2280000,2251581.92
67,1,0,1,20,105,5860000,5786960.57
69,1,0,1,18,105,3150000,3110738.2
50,1,0,1,23,105,6000000,5924470.65
62,1,0,1,20,105,7500000,7306809.52
51,1,0,1,22,105,6900000,6704089.46
68,1,0,1,18,105,6475000,6291156.38
56,1,0,1,25,105,7200000,7156190.4
57,1,0,1,26,105,4400000,4373227.47
56,1,0,1,30,105,6000000,5963492
67,1,0,1,18,105,8200000,8150105.74
68,1,0,1,20,105,6650000,6609536.97
62,1,0,1,15,105,7500000,7454365.01
66,1,0,1,18,105,6300000,6261666.6
54,1,0,1,27,105,7750000,7702843.84
67,1,0,1,18,105,2340000,2325761.88
54,1,0,1,23,105,2750000,2733267.17
57,1,0,1,22,105,2000000,1955268.19
59,1,0,1,29,105,2090000,2060184.86
68,1,0,1,15,105,2900000,2843254.84
66,1,0,1,20,105,6200000,6078682.73
63,1,0,1,17,105,7900000,7745418.33
55,1,0,1,30,105,6800000,6666942.36
64,1,0,1,20,105,1100000,1100000
54,1,0,1,21,105,1000000,1000000
69,1,0,1,17,105,2950000,2950000
59,1,0,1,20,105,4200000,4200000
69,1,0,1,18,105,2900000,2900000
63,1,0,1,20,105,6600000,6600000
58,1,0,1,20,105,2540000,2540000
59,1,0,1,22,105,2500000,2500000
57,1,0,1,27,105,2400000,2400000
56,1,0,1,20,105,4900000,4900000
54,1,0,1,29,105,1290000,1289557.15
50,1,0,1,24,105,3600000,3598764.13
68,1,0,1,16,105,4250000,4237207.23
70,1,0,1,15,105,5700000,5667642.07
55,1,0,1,24,105,3700000,3678995.73
59,1,0,1,30,105,4400000,4351554.39
59,1,0,1,29,105,3000000,3000000
59,1,0,1,26,105,3000000,3000000
66,1,0,1,17,105,2450000,2450000
50,1,0,1,29,105,2400000,2400000
70,1,0,1,15,105,3000000,3000000
51,1,0,1,25,105,2200000,2200000
53,1,0,1,21,105,6000000,6000000
54,1,0,1,30,105,630000,579506.98
61,1,0,1,17,105,1100000,1011837.59
69,1,0,1,19,105,1000000,919852.34
52,1,0,1,29,105,1000000,919852.34
50,1,0,1,27,105,500000,440224.89
70,1,0,1,15,105,175000,160974.19
62,1,0,1,15,105,195000,177329.63
57,1,0,1,30,105,415000,376316.41
61,1,0,1,17,105,110000,99746.49
56,1,0,1,24,105,490000,444325.44
59,1,0,1,24,105,180000,163221.59
67,1,0,1,16,105,280000,253900.18
60,1,0,1,15,105,450000,109445.01
65,1,0,1,17,105,850000,790961.19
59,1,0,1,21,105,1000000,930542.59
65,1,0,1,15,105,1200000,1055685.32
62,1,0,1,16,105,350000,325689.87
57,1,0,1,24,105,1100000,1023596.85
58,1,0,1,28,105,560000,492653.12
69,1,0,1,18,105,240000,223330.21
62,1,0,1,17,105,380000,298667.86
69,1,0,1,19,105,900000,829754.12
60,1,0,1,15,105,1000000,919800.05
66,1,0,1,17,105,1200000,1103760.02
54,1,0,1,28,105,890000,841248.42
54,1,0,1,21,105,1000000,945222.96
56,1,0,1,21,105,1250000,1159489.82
55,1,0,1,22,105,1400000,1333840.38
66,1,0,1,19,105,400000,178592.29
55,1,0,1,22,105,1580000,1505334.13
59,1,0,1,26,105,700000,666318.2
62,1,0,1,19,105,790000,743751.83
59,1,0,1,25,105,1980000,1910625.49
62,1,0,1,16,105,1530000,1362403.36
61,1,0,1,18,105,500000,482481.16
70,1,0,1,20,105,500000,444276.85
59,1,0,1,20,105,820000,786023.48
52,1,0,1,26,105,1450000,1335570.14
54,1,0,1,25,105,2490000,2417533.63
68,1,0,1,17,105,1350000,1303345.31
57,1,0,1,25,105,1320000,1223564.12
51,1,0,1,29,105,4200000,4099557.82
55,1,0,1,20,105,2600000,2409232.33
70,1,0,1,19,105,13000000,12784759.57
69,1,0,1,17,105,7500000,7375822.82
55,1,0,1,25,105,3000000,2855663.47
54,1,0,1,25,105,7870000,7739696.75
65,1,0,1,15,105,3200000,3147017.74
67,1,0,1,16,105,7000000,6882310.23
56,1,0,1,28,105,6900000,6729698.9
54,1,0,1,23,105,5515000,5109445.58
67,1,0,1,17,105,1200000,1170382.41
70,1,0,1,19,105,4400000,4065476.52
69,1,0,1,19,105,13700000,13325933.17
53,1,0,1,26,105,4500000,4377131.33
58,1,0,1,24,105,4950000,4814844.46
55,1,0,1,29,105,3100000,3061361.4
63,1,0,1,15,105,6000000,5631519.16
66,1,0,1,19,105,2700000,2534183.61
57,1,0,1,29,105,7000000,6912751.54
60,1,0,1,16,105,7000000,6912751.54
68,1,0,1,20,105,2800000,2727875.54
64,1,0,1,18,105,2460000,2319737.75
70,1,0,1,20,105,6200000,5740895.21
53,1,0,1,26,105,7200000,6666846.05
57,1,0,1,27,105,1240000,1208059.18
50,1,0,1,29,105,5870000,5834283.01
61,1,0,1,15,105,4500000,4472619
70,1,0,1,16,105,2860000,2842597.86
51,1,0,1,29,105,2750000,2733267.17
61,1,0,1,19,105,1200000,1192698.4
60,1,0,1,18,105,8000000,7951322.67
61,1,0,1,16,105,6000000,5963492
63,1,0,1,19,105,7000000,6957407.34
56,1,0,1,24,105,1570000,1560447.07
60,1,0,1,16,105,4200000,3936831.24
59,1,0,1,22,105,8000000,7458394.96
66,1,0,1,18,105,7000000,6526095.57
63,1,0,1,20,105,14660000,14660000
67,1,0,1,17,105,2620000,2620000
69,1,0,1,17,105,6000000,5802867.16
59,1,0,1,30,105,2300000,2300000
63,1,0,1,15,105,8000000,7715950.23
65,1,0,1,16,105,6000000,5786962.68
65,1,0,1,19,105,4280000,4280000
70,1,0,1,17,105,2800000,2800000
70,1,0,1,20,105,6000000,5723344.7
63,1,0,1,16,105,4180000,4167417.94
66,1,0,1,19,105,7300000,7278026.54
66,1,0,1,19,105,1950000,1944130.38
56,1,0,1,22,105,3500000,3480131.09
69,1,0,1,18,105,7300000,7258559.14
61,1,0,1,17,105,4000000,3774281.09
52,1,0,1,29,105,7000000,6812295.17
57,1,0,1,27,105,7000000,6812295.17
65,1,0,1,16,105,220000,202367.55
52,1,0,1,24,105,510000,462461.2
69,1,0,1,20,105,430000,389918.2
59,1,0,1,28,105,380000,344578.95
70,1,0,1,16,105,430000,400133.31
69,1,0,1,17,105,300000,279162.8
70,1,0,1,18,105,500000,465271.35
60,1,0,1,20,105,470000,433316.09
60,1,0,1,18,105,260000,239706.73
63,1,0,1,19,105,380000,350340.64
54,1,0,1,24,105,165000,152121.63
64,1,0,1,16,105,600000,567133.73
54,1,0,1,28,105,700000,661656.02
67,1,0,1,19,105,400000,378089.19
53,1,0,1,22,105,570000,537256.31
65,1,0,1,15,105,1000000,875492.14
64,1,0,1,15,105,320000,296829.37
58,1,0,1,28,105,1100000,1031016.67
62,1,0,1,19,105,500000,469686.44
65,1,0,1,15,105,1000000,964962.33
58,1,0,1,26,105,1700000,1550978.21
60,1,0,1,16,105,1300000,1254451.09
57,1,0,1,23,105,950000,916714.23
60,1,0,1,16,105,650000,627225.55
54,1,0,1,20,105,1150000,1109706.71
57,1,0,1,26,105,500000,274495.37
62,1,0,1,17,105,1800000,1642212.23
56,1,0,1,27,105,1700000,1550978.21
54,1,0,1,30,105,560000,540378.92
53,1,0,1,20,105,1900000,1733446.23
55,1,0,1,28,105,850000,820218.03
68,1,0,1,16,105,700000,675473.64
58,1,0,1,30,105,650000,627225.55
68,1,0,1,18,105,1100000,1061458.55
57,1,0,1,26,105,900000,868466.1
56,1,0,1,29,105,800000,763519.28
68,1,0,1,18,105,2000000,1804705.89
69,1,0,1,19,105,1000000,954399.15
52,1,0,1,26,105,1000000,950233.1
58,1,0,1,25,105,1000000,950233.1
65,1,0,1,16,105,850000,807698.09
58,1,0,1,22,105,2900000,2485169.82
69,1,0,1,20,105,2000000,1837257.49
59,1,0,1,20,105,2200000,2020919.01
58,1,0,1,22,105,1000000,970897.03
54,1,0,1,28,105,1400000,1293099.49
59,1,0,1,20,105,1000000,960262.36
50,1,0,1,22,105,2600000,2355903.35
63,1,0,1,18,105,1050000,1024889.49
62,1,0,1,19,105,3400000,3142121.32
59,1,0,1,23,105,5000000,4595407.35
53,1,0,1,26,105,2600000,2389611.82
59,1,0,1,23,105,8000000,7411592.46
68,1,0,1,17,105,4000000,3933772.16
58,1,0,1,25,105,2300000,2030763.67
65,1,0,1,20,105,4000000,3779829.14
58,1,0,1,28,105,2300000,2154619.19
70,1,0,1,20,105,6000000,5542423.17
58,1,0,1,28,105,6700000,6534635.19
53,1,0,1,30,105,7000000,6114809.17
61,1,0,1,16,105,4000000,3695951.3
59,1,0,1,27,105,3000000,2925956.06
55,1,0,1,23,105,1500000,1459043.79
65,1,0,1,17,105,2400000,2237727.81
58,1,0,1,28,105,5800000,5344717.59
60,1,0,1,17,105,6500000,5956110.57
65,1,0,1,19,105,2000000,1757109.34
53,1,0,1,29,105,13500000,13069064.66
58,1,0,1,27,105,13000000,12916559.3
68,1,0,1,18,105,9500000,8912909.73
52,1,0,1,26,105,9500000,9439024.1
66,1,0,1,18,105,4600000,4305947.68
66,1,0,1,17,105,6000000,5584893.77
54,1,0,1,29,105,2800000,2621011.63
59,1,0,1,24,105,3000000,2962607.8
52,1,0,1,26,105,2900000,2804239.15
68,1,0,1,15,105,6800000,6085484.65
53,1,0,1,27,105,4500000,4212340.11
70,1,0,1,16,105,2100000,1982334.63
66,1,0,1,16,105,1200000,1185043.13
60,1,0,1,15,105,4500000,4212340.11
52,1,0,1,30,105,2600000,2433796.5
61,1,0,1,18,105,6300000,5864138.47
56,1,0,1,21,105,2100000,1982334.63
52,1,0,1,24,105,6000000,5873283.96
54,1,0,1,20,105,2800000,2765100.61
56,1,0,1,22,105,3100000,2901834.31
65,1,0,1,17,105,2800000,2621011.63
60,1,0,1,18,105,6500000,6050301.58
52,1,0,1,27,105,1560000,1472591.45
68,1,0,1,19,105,3000000,2962607.8
57,1,0,1,28,105,6500000,5757922.39
51,1,0,1,21,105,3200000,3160114.99
66,1,0,1,15,105,2800000,2765100.61
65,1,0,1,20,105,2800000,2765100.61
68,1,0,1,20,105,4000000,3744302.33
65,1,0,1,16,105,2600000,2567593.42
59,1,0,1,26,105,4500000,4211810.53
58,1,0,1,20,105,3000000,2962235.32
68,1,0,1,17,105,4000000,3703882.15
57,1,0,1,20,105,6500000,6018808.51
70,1,0,1,19,105,4000000,3703882.15
68,1,0,1,19,105,3000000,2930626.09
70,1,0,1,17,105,3000000,2930626.09
54,1,0,1,20,105,3000000,2930626.09
66,1,0,1,15,105,6500000,5952711.39
57,1,0,1,23,105,1500000,1457410.73
62,1,0,1,20,105,8000000,7500007.46
66,1,0,1,15,105,7000000,6427991.9
53,1,0,1,23,105,2900000,2882354.47
56,1,0,1,24,105,2000000,1987830.67
69,1,0,1,19,105,3000000,2981746
59,1,0,1,22,105,2800000,2782962.94
65,1,0,1,20,105,2300000,2263321.13
65,1,0,1,16,105,2400000,2385396.8
57,1,0,1,22,105,3000000,2965155.68
68,1,0,1,17,105,2000000,1976770.45
61,1,0,1,20,105,2500000,2470963.06
65,1,0,1,19,105,2000000,1976770.45
61,1,0,1,17,105,4500000,4447733.51
66,1,0,1,20,105,3000000,2965155.68
55,1,0,1,22,105,3300000,3261671.25
68,1,0,1,17,105,5000000,4941926.13
69,1,0,1,15,105,3000000,2965155.68
60,1,0,1,17,105,15000000,14908730.01
58,1,0,1,27,105,3000000,3000000
65,1,0,1,17,105,7000000,7000000
53,1,0,1,22,105,4000000,4000000
61,1,0,1,19,105,2500000,2500000
65,1,0,1,17,105,2100000,2100000
55,1,0,1,27,105,2600000,2600000
70,1,0,1,15,105,2300000,2300000
55,1,0,1,23,105,2500000,2500000
69,1,0,1,18,105,1800000,1786406.96
60,1,0,1,15,105,3000000,3000000
58,1,0,1,25,105,2800000,2800000
52,1,0,1,23,105,2500000,2500000
53,1,0,1,25,105,2500000,2492474.85
59,1,0,1,22,105,2500000,2485807.92
54,1,0,1,29,105,2500000,2485807.92
63,1,0,1,18,105,2500000,2485807.92
67,1,0,1,16,105,3000000,2982969.51
56,1,0,1,24,105,7000000,6960262.19
70,1,0,1,19,105,3000000,2966968.91
65,1,0,1,17,105,5000000,4918280.51
70,1,0,1,17,105,3000000,2943567.33
52,1,0,1,28,105,380000,349543.87
63,1,0,1,15,105,1100000,1011837.59
61,1,0,1,17,105,235000,216165.38
61,1,0,1,18,105,1000000,919852.34
67,1,0,1,15,105,220000,199493.04
50,1,0,1,29,105,650000,589411.21
68,1,0,1,18,105,180000,167497.67
50,1,0,1,23,105,720000,669990.64
54,1,0,1,28,105,308000,286607.12
65,1,0,1,20,105,1000000,930542.59
66,1,0,1,18,105,325000,302426.33
70,1,0,1,18,105,280000,260551.96
57,1,0,1,21,105,275000,253535.96
64,1,0,1,19,105,490000,450702.05
50,1,0,1,23,105,230000,211554.01
61,1,0,1,18,105,240000,226853.53
69,1,0,1,20,105,1600000,1501080.82
56,1,0,1,28,105,1700000,1587453.35
70,1,0,1,15,105,1500000,1429114.7
50,1,0,1,22,105,1500000,1429114.7
57,1,0,1,29,105,1000000,952743.14
54,1,0,1,24,105,720000,685355.88
61,1,0,1,16,105,1180000,1123222.2
56,1,0,1,28,105,1900000,1808577.96
65,1,0,1,19,105,780000,740842.56
53,1,0,1,25,105,4000000,3810972.61
64,1,0,1,20,105,1850000,1741697.16
58,1,0,1,29,105,900000,847312.11
59,1,0,1,25,105,1000000,939372.86
64,1,0,1,19,105,1000000,939372.86
52,1,0,1,20,105,1800000,1690871.25
66,1,0,1,17,105,650000,627225.55
58,1,0,1,27,105,1300000,1254451.09
56,1,0,1,26,105,480000,463181.93
56,1,0,1,24,105,1000000,964962.33
69,1,0,1,19,105,400000,219596.27
68,1,0,1,18,105,930000,897415.01
66,1,0,1,16,105,700000,675473.64
53,1,0,1,27,105,2000000,1929924.72
62,1,0,1,19,105,1000000,956482.19
57,1,0,1,27,105,600000,521695.92
62,1,0,1,19,105,1100000,1045256.36
58,1,0,1,24,105,1200000,1140279.7
58,1,0,1,25,105,1450000,1407800.74
51,1,0,1,29,105,680000,660209.97
52,1,0,1,25,105,298000,289327.34
53,1,0,1,28,105,1090000,1058277.76
58,1,0,1,25,105,300000,192195.21
57,1,0,1,24,105,1200000,1117397.96
58,1,0,1,27,105,7000000,6795098.29
58,1,0,1,29,105,7900000,7769200.06
65,1,0,1,16,105,7780000,7651186.89
53,1,0,1,21,105,2850000,2802083.48
64,1,0,1,16,105,2860000,2811915.33
67,1,0,1,18,105,6800000,6685672.8
55,1,0,1,21,105,7500000,7354232.59
65,1,0,1,20,105,3000000,2962607.8
51,1,0,1,30,105,4520000,4463662.42
64,1,0,1,17,105,3800000,3752636.55
52,1,0,1,22,105,4060000,3955419.55
69,1,0,1,19,105,7400000,7189893.05
59,1,0,1,29,105,4000000,3975661.34
69,1,0,1,16,105,5500000,5466534.34
59,1,0,1,28,105,5800000,5764708.94
67,1,0,1,16,105,2930000,2912171.93
65,1,0,1,18,105,2320000,2305883.57
53,1,0,1,23,105,5520000,5486412.64
70,1,0,1,18,105,5900000,5864100.47
63,1,0,1,20,105,2600000,2584179.87
64,1,0,1,20,105,3100000,3081137.54
69,1,0,1,20,105,47000000,46714020.7
55,1,0,1,23,105,5000000,4928671.91
51,1,0,1,21,105,8000000,7864668.34
66,1,0,1,19,105,2000000,1960865.39
58,1,0,1,24,105,2900000,2843254.84
56,1,0,1,25,105,17000000,16667355.9
54,1,0,1,20,105,17000000,17000000
57,1,0,1,24,105,2900000,2900000
54,1,0,1,28,105,3500000,3500000
65,1,0,1,20,105,4500000,4500000
52,1,0,1,20,105,4500000,4500000
69,1,0,1,19,105,2700000,2700000
61,1,0,1,16,105,1970000,1970000
70,1,0,1,15,105,6500000,6500000
63,1,0,1,15,105,3000000,2998970.11
60,1,0,1,18,105,32360000,32262594.35
58,1,0,1,20,105,3000000,2964206.23
60,1,0,1,19,105,2647000,2596678.77
64,1,0,1,18,105,9140000,8941868.26
60,1,0,1,20,105,1730000,1710952.07
66,1,0,1,16,105,2210000,2210000
56,1,0,1,29,105,275000,240959.79
50,1,0,1,30,105,315000,289753.48
59,1,0,1,20,105,1000000,876217.4
63,1,0,1,17,105,685000,593004.01
51,1,0,1,20,105,600000,422127.58
62,1,0,1,18,105,800000,700973.92
55,1,0,1,21,105,266000,242586.39
61,1,0,1,18,105,600000,518262.87
50,1,0,1,30,105,1100000,964449
58,1,0,1,26,105,240000,129519.4
61,1,0,1,20,105,180000,167497.67
56,1,0,1,30,105,1300000,1195740.07
65,1,0,1,20,105,600000,526367.95
61,1,0,1,19,105,500000,436988.23
70,1,0,1,18,105,315000,289737.04
57,1,0,1,23,105,1300000,1130095.12
50,1,0,1,26,105,250000,236305.69
53,1,0,1,29,105,460000,413836.53
57,1,0,1,25,105,125000,116724.48
68,1,0,1,15,105,1500000,1365976.25
64,1,0,1,18,105,600000,200471.69
59,1,0,1,23,105,1800000,1616168.26
65,1,0,1,17,105,1000000,886803.21
53,1,0,1,24,105,1800000,1641115.78
67,1,0,1,17,105,1760000,1604646.6
53,1,0,1,23,105,1000000,964962.33
70,1,0,1,19,105,1650000,1504356.17
69,1,0,1,16,105,1150000,1097558.99
66,1,0,1,15,105,1300000,1235302.95
66,1,0,1,17,105,500000,268032.2
56,1,0,1,26,105,1900000,1705847.1
65,1,0,1,16,105,1070000,960661.25
67,1,0,1,16,105,960000,932061.2
50,1,0,1,27,105,1500000,1381510.01
51,1,0,1,29,105,1740000,1689360.85
51,1,0,1,26,105,1170000,1077026.83
61,1,0,1,15,105,8000000,7411027.58
64,1,0,1,16,105,6700000,331941.17
52,1,0,1,23,105,5960000,5576851.27
67,1,0,1,17,105,3000000,2807139.91
58,1,0,1,26,105,3400000,3209538.49
59,1,0,1,30,105,6000000,5783328.71
66,1,0,1,15,105,6600000,6174931.35
53,1,0,1,23,105,5900000,5520014.36
53,1,0,1,22,105,8700000,8200730.29
57,1,0,1,27,105,2000000,1987830.67
53,1,0,1,20,105,3000000,2981746
66,1,0,1,17,105,4800000,4524540.84
59,1,0,1,23,105,2000000,1611719.75
64,1,0,1,19,105,1600000,1512081.04
68,1,0,1,19,105,7260000,7215825.32
52,1,0,1,25,105,6450000,6013301.4
54,1,0,1,26,105,7000000,6526063.55
64,1,0,1,18,105,1990000,1871123.86
60,1,0,1,19,105,2360000,2200721.66
61,1,0,1,18,105,2500000,2500000
65,1,0,1,19,105,2760000,2760000
54,1,0,1,20,105,3200000,3200000
63,1,0,1,20,105,2800000,2800000
60,1,0,1,19,105,990000,987020.04
53,1,0,1,26,105,2800000,2791571.83
58,1,0,1,27,105,2500000,2479141
70,1,0,1,18,105,8000000,7506902.81
55,1,0,1,29,105,2000000,1977979.27
57,1,0,1,29,105,3000000,3000000
62,1,0,1,17,105,2400000,2400000
55,1,0,1,28,105,2100000,2100000
56,1,0,1,26,105,190000,24274.29
66,1,0,1,15,105,110000,73451.35
61,1,0,1,18,105,900000,843559.04
54,1,0,1,20,105,49000000,48299234.87
70,1,0,1,17,105,15000000,14785480.06
50,1,0,1,23,105,11500000,11500000
67,1,0,1,20,105,335000,308150.58
64,1,0,1,16,105,750000,354881.99
69,1,0,1,18,105,530000,493187.59
52,1,0,1,20,105,174000,160419.1
55,1,0,1,26,105,500000,176231.45
64,1,0,1,15,105,205000,193223.71
55,1,0,1,24,105,2000000,1905486.26
61,1,0,1,18,105,500000,365270.57
50,1,0,1,23,105,1950000,1881676.57
68,1,0,1,15,105,900000,868466.1
50,1,0,1,22,105,1940000,1872026.95
60,1,0,1,15,105,10400000,10227807.66
65,1,0,1,16,105,3000000,2962607.8
66,1,0,1,16,105,2240000,2226370.35
62,1,0,1,18,105,2300000,2286005.27
57,1,0,1,28,105,7400000,7354973.47
67,1,0,1,19,105,2500000,2484788.34
53,1,0,1,25,105,2940000,2922111.08
61,1,0,1,20,105,2475000,2459940.45
61,1,0,1,15,105,3000000,2981746
58,1,0,1,20,105,4300000,4273835.94
57,1,0,1,27,105,6500000,6372812.55
58,1,0,1,24,105,2200000,2200000
67,1,0,1,19,105,2700000,2700000
55,1,0,1,24,105,1800000,1800000
58,1,0,1,28,105,4250000,4250000
67,1,0,1,18,105,1900000,1900000
55,1,0,1,25,105,4700000,4700000
63,1,0,1,17,105,2500000,2500000
52,1,0,1,30,105,5000000,4940343.72
70,1,0,1,15,105,1900000,1894280.88
52,1,0,1,26,105,3500000,3500000
51,1,0,1,23,105,7220000,7054302.2
60,1,0,1,20,105,2710000,2702016.45
54,1,0,1,30,105,3000000,2974969.21
52,1,0,1,28,105,13000000,12645046.09
55,1,0,1,26,105,13000000,12630893.15
57,1,0,1,25,105,13500000,13128482.37
53,1,0,1,25,105,14000000,14000000
51,1,0,1,29,105,13200000,12666478.34
52,1,0,1,30,105,9280000,9164333.46
60,1,0,1,18,105,2650000,2524769.39
68,1,0,1,20,105,14280000,14280000
70,1,0,1,20,105,5000000,5000000
62,1,0,1,17,105,11000000,11000000
60,1,0,1,18,105,3050000,3011984.6
63,1,0,1,20,105,2450000,2334220.76
68,1,0,1,20,105,47000000,46714020.7
60,1,0,1,18,105,7880000,7832052.83
60,1,0,1,17,105,9500000,9381591.36
58,1,0,1,24,105,1100000,1061458.55
57,1,0,1,23,105,14500000,14319271.03
68,1,0,1,15,105,3000000,2981746
64,1,0,1,16,105,2930000,2912171.93
59,1,0,1,21,105,28000000,27674786.29
52,1,0,1,23,105,15000000,14954849.05
69,1,0,1,19,105,3000000,2966968.91
61,1,0,1,17,105,3700000,3627601
51,1,0,1,26,105,780000,717484.83
62,1,0,1,17,105,325000,298952.06
57,1,0,1,26,105,450000,413933.53
64,1,0,1,19,105,1200000,922584.9
70,1,0,1,15,105,330000,171162.67
60,1,0,1,18,105,1000000,919852.34
50,1,0,1,27,105,310000,285127.97
58,1,0,1,21,105,317000,291593.18
52,1,0,1,29,105,400000,364791.58
55,1,0,1,30,105,450000,409222.3
56,1,0,1,27,105,145000,134928.68
55,1,0,1,29,105,360000,334995.35
70,1,0,1,19,105,310000,288468.19
66,1,0,1,16,105,310000,288468.19
51,1,0,1,28,105,680000,632769.01
59,1,0,1,29,105,300000,279162.8
56,1,0,1,27,105,400000,368779.64
54,1,0,1,24,105,270000,141844.44
50,1,0,1,23,105,800000,728963.03
50,1,0,1,22,105,310000,281806.98
64,1,0,1,19,105,320000,302471.32
57,1,0,1,29,105,1600000,1512356.69
51,1,0,1,25,105,430000,406445.85
64,1,0,1,17,105,1770000,1673044.6
63,1,0,1,15,105,1350000,1276050.92
51,1,0,1,30,105,580000,548229.26
51,1,0,1,28,105,1000000,811798.01
51,1,0,1,22,105,890000,823716.11
58,1,0,1,26,105,960000,887514.25
70,1,0,1,20,105,500000,171453.84
54,1,0,1,29,105,60000,10.63
50,1,0,1,21,105,900000,857468.82
57,1,0,1,26,105,740000,705029.9
64,1,0,1,18,105,1000000,952743.14
63,1,0,1,18,105,1150000,843794.77
53,1,0,1,29,105,1250000,1190928.91
50,1,0,1,28,105,700000,666920.2
58,1,0,1,21,105,2000000,1940483.64
70,1,0,1,16,105,930000,897415.01
62,1,0,1,15,105,1000000,964962.33
51,1,0,1,20,105,450000,353651.37
54,1,0,1,26,105,1050000,576440.2
64,1,0,1,16,105,720000,694772.94
68,1,0,1,19,105,1440000,1279517.23
54,1,0,1,25,105,800000,742169.77
59,1,0,1,23,105,950000,904700.27
53,1,0,1,20,105,900000,857084.52
52,1,0,1,23,105,1500000,1412116.19
68,1,0,1,16,105,2950000,2761980.14
70,1,0,1,16,105,1700000,1650524.98
51,1,0,1,25,105,860000,834971.49
70,1,0,1,18,105,790000,767008.7
53,1,0,1,26,105,950000,922352.21
54,1,0,1,22,105,1000000,970897.03
66,1,0,1,15,105,940000,912643.27
67,1,0,1,19,105,950000,866468.43
63,1,0,1,17,105,550000,526720.2
61,1,0,1,16,105,2000000,0
62,1,0,1,17,105,2500000,2440213
52,1,0,1,24,105,5000000,4880425.96
56,1,0,1,22,105,4800000,4685208.91
50,1,0,1,30,105,7700000,7454561.3
50,1,0,1,21,105,1700000,1653582.96
52,1,0,1,22,105,3525000,3429199.96
57,1,0,1,27,105,1730000,1669151.32
52,1,0,1,26,105,3800000,3666343.93
61,1,0,1,15,105,15500000,14873516.27
66,1,0,1,15,105,2300000,2207037.88
67,1,0,1,15,105,4100000,3923531.32
61,1,0,1,20,105,6320000,6047979.99
54,1,0,1,29,105,2200000,2172579.06
55,1,0,1,25,105,5800000,5727708.41
68,1,0,1,17,105,5260000,5194439.01
70,1,0,1,19,105,3950000,3900766.94
60,1,0,1,17,105,13500000,13331735.1
66,1,0,1,19,105,1130000,1115915.6
50,1,0,1,27,105,3690000,3644007.59
59,1,0,1,26,105,1750000,1728187.88
68,1,0,1,15,105,6600000,6517737.16
55,1,0,1,21,105,5500000,5431447.63
56,1,0,1,28,105,10000000,9875359.34
51,1,0,1,20,105,2580000,2547842.71
58,1,0,1,29,105,1500000,1450468.53
57,1,0,1,24,105,2820000,2784851.34
68,1,0,1,15,105,5200000,5135186.86
63,1,0,1,19,105,2100000,2073825.46
54,1,0,1,26,105,4050000,3999520.53
63,1,0,1,17,105,2300000,2271332.65
50,1,0,1,26,105,1310000,1293672.08
69,1,0,1,18,105,2800000,2764752.98
52,1,0,1,29,105,4300000,4245870.64
59,1,0,1,23,105,2230000,2201928.26
64,1,0,1,16,105,4650000,4591464.77
57,1,0,1,23,105,1500000,1481117.66
70,1,0,1,16,105,2280000,2251298.86
65,1,0,1,15,105,1430000,1411998.86
62,1,0,1,19,105,2300000,2271047.1
66,1,0,1,19,105,4000000,3918037.89
62,1,0,1,20,105,2000000,1959018.95
59,1,0,1,29,105,2500000,2448773.68
54,1,0,1,29,105,1400000,1371313.27
67,1,0,1,20,105,1800000,1763117.06
62,1,0,1,19,105,1475000,1444776.49
69,1,0,1,17,105,2400000,2344500.88
68,1,0,1,15,105,6700000,6351618.79
62,1,0,1,16,105,7000000,6819688.87
54,1,0,1,27,105,2160000,2104361.13
55,1,0,1,30,105,1880000,1831573.58
69,1,0,1,18,105,2460000,2396633.51
64,1,0,1,18,105,2900000,2825299.68
70,1,0,1,20,105,1850000,1792600.15
59,1,0,1,25,105,4000000,3875892.25
59,1,0,1,28,105,3000000,2906919.21
59,1,0,1,25,105,3930000,3808064.15
60,1,0,1,17,105,9460000,9166485.2
67,1,0,1,19,105,1800000,1744151.53
55,1,0,1,24,105,2000000,1937946.13
65,1,0,1,15,105,1500000,1453459.58
70,1,0,1,17,105,2300000,2228638.03
54,1,0,1,23,105,5800000,5620043.79
66,1,0,1,16,105,2400000,2325535.36
67,1,0,1,18,105,7200000,6976606.06
57,1,0,1,28,105,9500000,9130172.21
53,1,0,1,22,105,3100000,2979319.36
