AGE,GENDER,POLICYSTATUS,PREMIUMFREQUENCY,POLICYTERM,INTERESTRATE,SUMASSURED,PREMIUM
54,0,0,1,23,105,13000000,12784759.57
69,0,0,1,18,105,45500000,44746658.48
62,0,0,1,17,105,13400000,13178136.8
54,0,0,1,21,105,9600000,9337880.16
50,0,0,1,23,105,13500000,13166802.23
65,0,0,1,19,105,45500000,44377000.09
66,0,0,1,15,105,45500000,44257661.25
62,0,0,1,19,105,5340000,5138172.16
70,0,0,1,16,105,13000000,12474561.99
67,0,0,1,16,105,17600000,16888637.8
51,0,0,1,26,105,9515000,9396404.41
56,0,0,1,21,105,45000000,44439117.01
55,0,0,1,21,105,17000000,16788110.88
66,0,0,1,20,105,1450000,1431927.11
68,0,0,1,20,105,7950000,7850910.68
57,0,0,1,24,105,6500000,6418983.56
64,0,0,1,17,105,2000000,1933958.03
58,0,0,1,28,105,13400000,13232981.5
54,0,0,1,22,105,9300000,9184084.17
62,0,0,1,15,105,17500000,17281878.84
66,0,0,1,16,105,5000000,4740014.03
65,0,0,1,18,105,9000000,8768171.4
69,0,0,1,19,105,2300000,2240754.93
50,0,0,1,29,105,13400000,13019536.02
57,0,0,1,24,105,6400000,6361058.14
54,0,0,1,20,105,2780000,2763084.63
52,0,0,1,20,105,8300000,8249497.27
56,0,0,1,22,105,6800000,6758624.27
52,0,0,1,24,105,7000000,6957407.34
51,0,0,1,29,105,3000000,2981746
69,0,0,1,16,105,7000000,6957407.34
67,0,0,1,18,105,28000000,27829629.35
67,0,0,1,16,105,4200000,4174444.4
60,0,0,1,16,105,1990000,1977891.51
68,0,0,1,15,105,20000000,19878306.68
62,0,0,1,17,105,2300000,2273286.01
63,0,0,1,15,105,6000000,5914406.31
66,0,0,1,15,105,13770000,13686214.15
53,0,0,1,27,105,19000000,17826262.98
62,0,0,1,19,105,13300000,13042664.95
64,0,0,1,19,105,16000000,15011589.88
58,0,0,1,30,105,48000000,46679048.41
52,0,0,1,29,105,9000000,9000000
64,0,0,1,20,105,5000000,5000000
65,0,0,1,18,105,21000000,21000000
67,0,0,1,19,105,48000000,48000000
58,0,0,1,26,105,6000000,6000000
62,0,0,1,16,105,10000000,9916564.02
50,0,0,1,25,105,9000000,8972909.43
60,0,0,1,17,105,2000000,1977979.27
68,0,0,1,19,105,14000000,13845854.89
50,0,0,1,22,105,9500000,9500000
50,0,0,1,20,105,3500000,3500000
55,0,0,1,27,105,10100000,10100000
61,0,0,1,20,105,7750000,7750000
57,0,0,1,28,105,6500000,6500000
52,0,0,1,26,105,200000,0
61,0,0,1,15,105,220000,202367.55
58,0,0,1,20,105,680000,480674.14
65,0,0,1,15,105,245000,225343.09
62,0,0,1,20,105,450000,217582.75
60,0,0,1,17,105,700000,634750.57
70,0,0,1,15,105,670000,578237.43
65,0,0,1,16,105,335000,84272.34
54,0,0,1,27,105,500000,465271.35
58,0,0,1,27,105,900000,806531.96
63,0,0,1,18,105,140000,32692.4
70,0,0,1,18,105,800000,721842.14
54,0,0,1,26,105,1000000,944744.7
68,0,0,1,16,105,300000,104951.59
70,0,0,1,16,105,500000,472611.49
51,0,0,1,30,105,1000000,746475.3
58,0,0,1,28,105,1600000,1523013.05
67,0,0,1,20,105,600000,540040.37
60,0,0,1,17,105,500000,470728.98
56,0,0,1,29,105,2000000,1878745.83
61,0,0,1,17,105,900000,757569.02
51,0,0,1,24,105,950000,0
53,0,0,1,23,105,2500000,2374495.28
59,0,0,1,21,105,800000,716864.41
56,0,0,1,20,105,1800000,1431083.31
58,0,0,1,25,105,2000000,1829856.89
64,0,0,1,17,105,860000,829867.62
70,0,0,1,16,105,800000,771969.85
64,0,0,1,19,105,150000,82877.43
65,0,0,1,15,105,320000,253100.31
66,0,0,1,19,105,800000,571891.47
51,0,0,1,26,105,430000,382897.71
62,0,0,1,18,105,2000000,1828771.38
52,0,0,1,20,105,1600000,1463885.51
54,0,0,1,23,105,800000,731942.72
56,0,0,1,21,105,850000,666578.28
67,0,0,1,15,105,900000,862708.66
58,0,0,1,23,105,630000,572583.7
69,0,0,1,16,105,1300000,1246134.82
52,0,0,1,24,105,1200000,1147778.62
54,0,0,1,26,105,310000,166544.21
50,0,0,1,24,105,1700000,1531636.85
51,0,0,1,24,105,2000000,1842470.49
62,0,0,1,20,105,670000,430357.08
55,0,0,1,28,105,315000,202332.09
54,0,0,1,21,105,1000000,970897.03
61,0,0,1,15,105,4700000,4355463.37
60,0,0,1,15,105,1400000,1366519.25
68,0,0,1,18,105,320000,224362.27
69,0,0,1,18,105,4000000,3686758.21
65,0,0,1,16,105,4000000,3676870.36
56,0,0,1,27,105,7000000,6417219.37
56,0,0,1,30,105,4000000,3933772.16
66,0,0,1,19,105,3000000,2853570.21
59,0,0,1,25,105,4200000,3924166.29
59,0,0,1,28,105,4000000,3737301.2
53,0,0,1,30,105,4000000,2727330.02
64,0,0,1,20,105,6800000,6401856.39
54,0,0,1,22,105,6000000,5589542.31
53,0,0,1,20,105,1500000,1386172.33
50,0,0,1,25,105,9600000,9282998.55
69,0,0,1,19,105,11234000,10620235.04
66,0,0,1,18,105,1200000,1185043.13
56,0,0,1,21,105,2500000,2346810.01
62,0,0,1,16,105,12000000,11560083.51
52,0,0,1,25,105,1100000,1071665.39
51,0,0,1,28,105,6100000,5308266.83
68,0,0,1,15,105,7000000,6801250.15
56,0,0,1,26,105,6500000,6051822.18
52,0,0,1,23,105,13000000,11960394.88
63,0,0,1,15,105,10000000,9840526.66
54,0,0,1,27,105,16800000,16697777.61
66,0,0,1,17,105,2700000,2683571.4
54,0,0,1,29,105,860000,846285.29
60,0,0,1,17,105,5600000,5439344.46
63,0,0,1,15,105,2600000,2584179.87
51,0,0,1,29,105,1900000,1888439.13
67,0,0,1,16,105,7500000,7332255.71
62,0,0,1,20,105,15000000,14664511.42
66,0,0,1,19,105,2700000,2611520.4
67,0,0,1,18,105,1900000,1867858.74
69,0,0,1,19,105,2000000,1966167.08
52,0,0,1,24,105,2000000,1966167.08
70,0,0,1,16,105,2000000,1966167.08
61,0,0,1,15,105,3000000,2949250.63
62,0,0,1,16,105,3500000,3440792.39
69,0,0,1,19,105,1000000,980432.71
55,0,0,1,24,105,2000000,1772026.26
63,0,0,1,16,105,2000000,2000000
56,0,0,1,27,105,3200000,3200000
61,0,0,1,19,105,18000000,17817041.23
59,0,0,1,26,105,2800000,2799038.77
63,0,0,1,16,105,2800000,2776637.92
62,0,0,1,19,105,4000000,3966625.61
54,0,0,1,22,105,2500000,2479141
59,0,0,1,24,105,2000000,2000000
62,0,0,1,20,105,5300000,5300000
60,0,0,1,18,105,3000000,3000000
70,0,0,1,16,105,4000000,4000000
64,0,0,1,20,105,2000000,2000000
52,0,0,1,20,105,2300000,2300000
53,0,0,1,24,105,3500000,3500000
63,0,0,1,15,105,3500000,3500000
60,0,0,1,18,105,230000,211566.03
61,0,0,1,17,105,230000,211566.03
57,0,0,1,29,105,1100000,1011837.59
67,0,0,1,18,105,678000,623659.91
56,0,0,1,28,105,1000000,919852.34
64,0,0,1,17,105,750000,689889.27
52,0,0,1,23,105,810000,468005.77
56,0,0,1,28,105,800000,735881.91
67,0,0,1,20,105,240000,220764.6
60,0,0,1,19,105,1000000,919852.34
53,0,0,1,29,105,1080000,993440.56
51,0,0,1,20,105,220000,125007.4
68,0,0,1,19,105,208000,191329.31
58,0,0,1,20,105,249000,229043.25
61,0,0,1,19,105,800000,729583.22
57,0,0,1,20,105,1000000,904190.34
68,0,0,1,16,105,650000,589411.21
61,0,0,1,19,105,280000,260551.96
61,0,0,1,15,105,1000000,930542.59
65,0,0,1,16,105,1000000,930542.59
66,0,0,1,16,105,1000000,700205.28
61,0,0,1,20,105,1250000,1163178.24
70,0,0,1,20,105,140000,130275.97
59,0,0,1,26,105,580000,539714.76
56,0,0,1,29,105,1200000,1116651.11
65,0,0,1,16,105,800000,744434.06
61,0,0,1,17,105,400000,320249.85
59,0,0,1,23,105,140000,130275.97
53,0,0,1,23,105,1000000,930542.59
62,0,0,1,19,105,650000,604852.68
55,0,0,1,20,105,295000,274510.11
53,0,0,1,20,105,290000,269857.4
52,0,0,1,23,105,300000,277874.18
64,0,0,1,19,105,1500000,1389370.82
61,0,0,1,15,105,200000,185249.42
54,0,0,1,21,105,320000,297773.64
59,0,0,1,28,105,2000000,1843898.21
66,0,0,1,19,105,230000,212048.25
64,0,0,1,19,105,920000,848193.15
61,0,0,1,16,105,1800000,1655640.09
57,0,0,1,24,105,500000,459900.04
58,0,0,1,25,105,6000000,5671337.51
69,0,0,1,17,105,135000,127605.09
51,0,0,1,24,105,1000000,945222.96
54,0,0,1,21,105,247000,233470.01
64,0,0,1,19,105,900000,850700.67
56,0,0,1,26,105,290000,274114.69
51,0,0,1,24,105,245000,231579.62
52,0,0,1,24,105,166000,156907
67,0,0,1,16,105,315000,297745.23
50,0,0,1,24,105,1400000,1323312.07
53,0,0,1,21,105,300000,282766.47
62,0,0,1,16,105,1000000,824893.22
56,0,0,1,23,105,1700000,1602343.46
70,0,0,1,20,105,1000000,942554.96
67,0,0,1,18,105,1250000,1178193.69
60,0,0,1,18,105,730000,686466.62
64,0,0,1,19,105,500000,470182.66
53,0,0,1,27,105,1480000,1382018.13
63,0,0,1,18,105,600000,571645.88
63,0,0,1,17,105,1000000,952743.14
66,0,0,1,16,105,650000,619283.03
58,0,0,1,21,105,300000,219641.34
51,0,0,1,23,105,465000,443025.61
52,0,0,1,30,105,1200000,1143291.75
66,0,0,1,17,105,800000,762194.51
65,0,0,1,17,105,1200000,1021302.03
64,0,0,1,16,105,1580000,1487503.52
59,0,0,1,26,105,970000,911191.74
56,0,0,1,23,105,1800000,1690871.25
56,0,0,1,29,105,2000000,1882915.91
64,0,0,1,20,105,1860000,1794829.95
54,0,0,1,29,105,1020000,984261.62
62,0,0,1,17,105,540000,521079.7
59,0,0,1,21,105,970000,936013.49
53,0,0,1,22,105,650000,627225.55
53,0,0,1,20,105,870000,839517.24
65,0,0,1,19,105,1940000,1872026.95
70,0,0,1,20,105,3000000,2894887.04
53,0,0,1,28,105,1550000,1495691.62
56,0,0,1,24,105,980000,945663.08
55,0,0,1,30,105,800000,771969.85
62,0,0,1,16,105,360000,347386.46
59,0,0,1,29,105,1200000,1157954.87
70,0,0,1,18,105,1000000,964962.33
56,0,0,1,26,105,900000,862708.66
67,0,0,1,16,105,2000000,1912964.31
50,0,0,1,24,105,1000000,871399.26
50,0,0,1,28,105,850000,807698.09
54,0,0,1,30,105,1000000,950233.1
54,0,0,1,24,105,630000,598646.83
64,0,0,1,16,105,2000000,1936249.67
69,0,0,1,20,105,6600000,6489035.35
58,0,0,1,25,105,2960000,2902470.48
61,0,0,1,18,105,2530000,2474192.04
60,0,0,1,15,105,2000000,1945391.7
52,0,0,1,20,105,6950000,6264153.75
68,0,0,1,18,105,6500000,6322523.03
66,0,0,1,18,105,6100000,5933444.72
64,0,0,1,16,105,13500000,13131394
53,0,0,1,24,105,13500000,13131394
60,0,0,1,15,105,12000000,11850431.21
52,0,0,1,29,105,13670000,13499616.2
70,0,0,1,20,105,3000000,2962607.8
68,0,0,1,20,105,6480000,6399232.85
70,0,0,1,20,105,6950000,6863374.74
69,0,0,1,16,105,6760000,6675742.91
53,0,0,1,22,105,6650000,6567113.95
68,0,0,1,20,105,2950000,2913231
57,0,0,1,22,105,5500000,5431447.63
64,0,0,1,20,105,6000000,5925215.6
62,0,0,1,19,105,6200000,6122722.8
62,0,0,1,19,105,6500000,6418983.56
50,0,0,1,25,105,2600000,2567593.42
56,0,0,1,26,105,2700000,2666347.02
51,0,0,1,27,105,3000000,2962607.8
54,0,0,1,29,105,2200000,2172579.06
53,0,0,1,20,105,2560000,2528092
56,0,0,1,29,105,6300000,6220694.18
67,0,0,1,15,105,3190000,3149843.55
69,0,0,1,20,105,13150000,12986097.54
63,0,0,1,18,105,2840000,2774326.04
56,0,0,1,24,105,6700000,6545064.97
70,0,0,1,19,105,2500000,2435603.16
62,0,0,1,18,105,15000000,14811176.63
60,0,0,1,19,105,7500000,7306809.52
61,0,0,1,20,105,2900000,2825299.68
56,0,0,1,25,105,3000000,2922723.8
57,0,0,1,25,105,2300000,2240754.93
68,0,0,1,15,105,3300000,3214996.17
57,0,0,1,24,105,1000000,974241.27
52,0,0,1,27,105,6000000,5845447.6
64,0,0,1,17,105,2850000,2776587.61
54,0,0,1,28,105,7400000,7209385.36
53,0,0,1,29,105,18000000,17488928.99
50,0,0,1,22,105,2100000,2087222.2
66,0,0,1,18,105,2100000,2087222.2
52,0,0,1,22,105,6500000,6460449.67
54,0,0,1,20,105,2700000,2683571.4
65,0,0,1,18,105,3240000,3220285.68
51,0,0,1,25,105,1600000,1590264.53
54,0,0,1,30,105,6750000,6708928.5
53,0,0,1,23,105,1680000,1669777.76
53,0,0,1,21,105,2800000,2782962.94
55,0,0,1,25,105,3600000,3578095.2
65,0,0,1,19,105,2750000,2733267.17
62,0,0,1,17,105,2100000,2087222.2
53,0,0,1,25,105,48000000,47707936.03
52,0,0,1,27,105,2940000,2922111.08
61,0,0,1,16,105,8000000,7907081.81
59,0,0,1,29,105,6940000,6859393.46
61,0,0,1,19,105,3000000,2965155.68
57,0,0,1,22,105,3370000,3330858.21
65,0,0,1,15,105,8590000,8490229.09
69,0,0,1,19,105,7500000,7412889.19
65,0,0,1,15,105,1900000,1872895.32
54,0,0,1,25,105,7000000,6900140.68
68,0,0,1,16,105,7300000,7176509.85
58,0,0,1,30,105,2000000,1966167.08
52,0,0,1,23,105,5000000,4902163.5
60,0,0,1,20,105,2700000,2647168.29
54,0,0,1,23,105,5000000,4902163.5
62,0,0,1,16,105,2900000,2843254.84
65,0,0,1,16,105,7000000,7000000
57,0,0,1,21,105,2270000,2270000
64,0,0,1,15,105,7400000,7400000
58,0,0,1,23,105,3100000,3100000
51,0,0,1,27,105,7220000,7143758.33
50,0,0,1,22,105,2200000,2200000
56,0,0,1,29,105,6300000,6300000
51,0,0,1,20,105,2160000,2160000
70,0,0,1,15,105,3000000,3000000
53,0,0,1,28,105,2700000,2700000
60,0,0,1,19,105,6000000,6000000
69,0,0,1,16,105,7000000,7000000
67,0,0,1,16,105,3000000,3000000
57,0,0,1,25,105,6000000,6000000
69,0,0,1,17,105,3300000,3300000
54,0,0,1,23,105,3000000,3000000
54,0,0,1,21,105,7000000,7000000
57,0,0,1,27,105,2500000,2500000
69,0,0,1,16,105,1800000,1800000
60,0,0,1,19,105,3000000,3000000
69,0,0,1,20,105,3200000,3200000
58,0,0,1,29,105,7000000,7000000
70,0,0,1,20,105,2700000,2700000
58,0,0,1,22,105,2600000,2600000
65,0,0,1,17,105,3100000,2858553.98
70,0,0,1,15,105,2320000,2320000
69,0,0,1,20,105,8200000,8200000
62,0,0,1,19,105,2200000,2200000
52,0,0,1,28,105,2500000,2500000
66,0,0,1,17,105,2700000,2700000
70,0,0,1,18,105,2290000,2290000
65,0,0,1,15,105,5000000,5000000
64,0,0,1,18,105,7710000,7710000
64,0,0,1,15,105,3000000,2998970.11
58,0,0,1,25,105,2000000,1993979.87
66,0,0,1,19,105,7300000,7278026.54
65,0,0,1,16,105,2000000,1993979.87
50,0,0,1,20,105,2100000,2093678.87
68,0,0,1,19,105,2570000,2555410.55
64,0,0,1,17,105,7000000,6960262.19
62,0,0,1,19,105,3000000,2982969.51
64,0,0,1,20,105,2000000,1977979.27
68,0,0,1,15,105,7000000,6922927.45
60,0,0,1,16,105,2500000,2472474.09
51,0,0,1,26,105,3500000,3461463.72
50,0,0,1,21,105,7000000,6941594.81
63,0,0,1,17,105,23000000,22624090.33
60,0,0,1,17,105,2400000,2400000
50,0,0,1,27,105,3000000,3000000
53,0,0,1,22,105,6750000,6750000
53,0,0,1,21,105,7200000,7200000
64,0,0,1,15,105,2500000,2500000
66,0,0,1,20,105,3000000,3000000
65,0,0,1,18,105,5000000,5000000
63,0,0,1,19,105,8200000,8200000
60,0,0,1,20,105,220000,150265.29
67,0,0,1,18,105,1200000,1143291.75
55,0,0,1,21,105,400000,379919.25
65,0,0,1,18,105,900000,682381.42
61,0,0,1,19,105,950000,916714.23
50,0,0,1,29,105,1100000,1061458.55
61,0,0,1,20,105,900000,868466.1
65,0,0,1,19,105,900000,868204.47
63,0,0,1,15,105,500000,482481.16
60,0,0,1,19,105,880000,841704.3
63,0,0,1,16,105,7340000,7126384.36
53,0,0,1,26,105,800000,729657.63
52,0,0,1,26,105,4100000,3990660.41
69,0,0,1,19,105,4000000,3882913.32
65,0,0,1,19,105,6000000,5515976.86
69,0,0,1,18,105,2500000,2387768.52
63,0,0,1,19,105,2800000,2723548.38
62,0,0,1,18,105,2200000,2172579.06
51,0,0,1,21,105,3000000,2962607.8
53,0,0,1,21,105,45000000,44439117.01
64,0,0,1,15,105,2800000,2735251.04
70,0,0,1,15,105,2200000,2143330.79
67,0,0,1,17,105,1500000,1490873
64,0,0,1,16,105,2000000,1929257.39
63,0,0,1,20,105,2000000,1966167.08
50,0,0,1,24,105,12000000,12000000
60,0,0,1,16,105,2300000,2300000
58,0,0,1,20,105,2200000,2200000
62,0,0,1,16,105,3000000,3000000
52,0,0,1,26,105,2500000,2500000
55,0,0,1,25,105,1600000,1546350.3
53,0,0,1,24,105,9000000,9000000
68,0,0,1,15,105,3000000,2998970.11
59,0,0,1,29,105,2500000,2492474.85
64,0,0,1,18,105,2000000,1993979.87
52,0,0,1,20,105,2200000,2193377.86
63,0,0,1,20,105,2000000,1841330.57
56,0,0,1,24,105,2000000,1841330.57
53,0,0,1,27,105,3000000,2974969.21
52,0,0,1,23,105,2200000,2162122.46
50,0,0,1,25,105,3000000,2974969.21
64,0,0,1,17,105,3000000,2974969.21
66,0,0,1,19,105,2000000,1983312.81
50,0,0,1,30,105,6500000,6336552.45
64,0,0,1,18,105,2300000,2266479.43
50,0,0,1,27,105,7500000,7500000
61,0,0,1,20,105,6000000,6000000
62,0,0,1,18,105,244000,224443.97
70,0,0,1,17,105,300000,230646.19
58,0,0,1,29,105,245000,225363.86
70,0,0,1,18,105,200000,183970.51
51,0,0,1,20,105,300000,275955.75
70,0,0,1,15,105,1200000,1103822.88
51,0,0,1,29,105,300000,228310.23
57,0,0,1,21,105,600000,558325.6
69,0,0,1,15,105,280000,260551.96
64,0,0,1,19,105,194000,183373.23
53,0,0,1,25,105,900000,850700.67
64,0,0,1,17,105,1370000,1294955.4
56,0,0,1,26,105,350000,49698.91
50,0,0,1,27,105,500000,176231.45
62,0,0,1,18,105,210000,198496.81
58,0,0,1,20,105,200000,136963.16
56,0,0,1,30,105,1100000,1039745.23
60,0,0,1,17,105,800000,756178.29
51,0,0,1,30,105,600000,562905.29
65,0,0,1,17,105,1000000,938175.53
63,0,0,1,19,105,400000,370209.54
64,0,0,1,19,105,1500000,1429114.7
51,0,0,1,21,105,1700000,1619663.33
52,0,0,1,23,105,890000,851269.18
68,0,0,1,15,105,2000000,1900466.1
55,0,0,1,24,105,1375000,1313240.15
59,0,0,1,25,105,1670000,1630062.27
61,0,0,1,18,105,3650000,3562710.94
52,0,0,1,22,105,180000,175695.32
57,0,0,1,21,105,9000000,8572535.31
53,0,0,1,29,105,27000000,26552962.18
53,0,0,1,23,105,2000000,1902380.15
63,0,0,1,15,105,5100000,5015559.51
62,0,0,1,16,105,2900000,2851984.84
50,0,0,1,24,105,2900000,2851984.84
57,0,0,1,29,105,2000000,1966886.08
55,0,0,1,26,105,3000000,2341127.59
50,0,0,1,26,105,2900000,2836030.38
52,0,0,1,20,105,6840000,6671179.79
70,0,0,1,15,105,8340000,8112283.38
50,0,0,1,21,105,8500000,8394055.43
51,0,0,1,28,105,2560000,2528092
66,0,0,1,20,105,3100000,3061361.4
62,0,0,1,20,105,2900000,2863854.21
50,0,0,1,26,105,6000000,5925215.6
60,0,0,1,16,105,2500000,2468839.82
60,0,0,1,15,105,1290000,1273921.34
68,0,0,1,19,105,6500000,6418983.56
55,0,0,1,26,105,2950000,2913231
66,0,0,1,16,105,4000000,3939110.69
67,0,0,1,16,105,4600000,4529977.31
65,0,0,1,19,105,2200000,2149125.82
50,0,0,1,22,105,4500000,4384085.72
69,0,0,1,17,105,11500000,11203774.59
62,0,0,1,20,105,2800000,2782962.94
53,0,0,1,22,105,2700000,2683571.4
70,0,0,1,19,105,2800000,2782962.94
60,0,0,1,16,105,2500000,2484788.34
62,0,0,1,19,105,6600000,6559841.2
51,0,0,1,30,105,3000000,2981746
64,0,0,1,19,105,13920000,13835301.45
61,0,0,1,16,105,6860000,6743953.08
50,0,0,1,26,105,5300000,5210342.77
64,0,0,1,19,105,6340000,6215943.32
70,0,0,1,17,105,13110000,13110000
56,0,0,1,27,105,7000000,7000000
56,0,0,1,22,105,7700000,7700000
51,0,0,1,24,105,2670000,2670000
50,0,0,1,25,105,2900000,2900000
63,0,0,1,17,105,2600000,2600000
65,0,0,1,15,105,3200000,3200000
53,0,0,1,21,105,3100000,3100000
70,0,0,1,17,105,8000000,8000000
54,0,0,1,28,105,2700000,2700000
70,0,0,1,20,105,6000000,6000000
65,0,0,1,20,105,6450000,6430585.09
53,0,0,1,21,105,8000000,7975919.49
61,0,0,1,16,105,2100000,2082478.45
62,0,0,1,20,105,6500000,6500000
60,0,0,1,16,105,5650000,5650000
58,0,0,1,21,105,6000000,6000000
50,0,0,1,29,105,3000000,3000000
64,0,0,1,17,105,8600000,8600000
62,0,0,1,15,105,6000000,6000000
65,0,0,1,18,105,2850000,2850000
69,0,0,1,19,105,2550000,2550000
61,0,0,1,18,105,8880000,8880000
57,0,0,1,27,105,200000,183970.51
67,0,0,1,16,105,185000,141586.11
51,0,0,1,29,105,143000,17596.11
52,0,0,1,20,105,410000,169303.71
70,0,0,1,15,105,250000,231561.79
66,0,0,1,20,105,220000,173719.07
64,0,0,1,17,105,200000,185249.42
62,0,0,1,20,105,220000,202828.83
61,0,0,1,17,105,105000,36753.04
59,0,0,1,22,105,370000,349555.53
50,0,0,1,20,105,600000,565532.96
69,0,0,1,19,105,260000,243925.64
67,0,0,1,18,105,1350000,1255040.9
55,0,0,1,20,105,160000,121152.08
56,0,0,1,27,105,750000,723721.78
68,0,0,1,19,105,800000,771969.85
55,0,0,1,23,105,550000,303883.85
60,0,0,1,17,105,700000,675473.64
63,0,0,1,18,105,1700000,1640436.01
52,0,0,1,27,105,950000,916573.66
59,0,0,1,24,105,320000,172292.68
52,0,0,1,30,105,960000,875589.16
63,0,0,1,18,105,1000000,970897.03
64,0,0,1,19,105,1940000,1883540.29
63,0,0,1,18,105,800000,776717.65
53,0,0,1,24,105,3300000,3245362.04
63,0,0,1,15,105,6000000,5836175.12
70,0,0,1,18,105,5000000,4863479.24
58,0,0,1,22,105,2700000,2626278.79
53,0,0,1,30,105,6200000,6122722.8
70,0,0,1,15,105,4500000,4443911.69
69,0,0,1,20,105,3300000,3191030.75
65,0,0,1,18,105,1900000,1851058.41
66,0,0,1,19,105,2200000,2079982.43
53,0,0,1,23,105,5500000,5412289.67
53,0,0,1,22,105,2900000,2882354.47
66,0,0,1,18,105,2600000,2584179.87
56,0,0,1,30,105,2700000,2653657.89
66,0,0,1,16,105,2300000,2267189.07
70,0,0,1,17,105,8500000,8378742.26
62,0,0,1,18,105,3700000,3627601
51,0,0,1,26,105,2000000,1932937.87
66,0,0,1,15,105,3000000,3000000
61,0,0,1,20,105,3000000,3000000
70,0,0,1,20,105,2400000,2377707.96
63,0,0,1,20,105,2000000,1981423.3
70,0,0,1,15,105,7500000,7437423.02
57,0,0,1,21,105,2100000,2060316.19
52,0,0,1,24,105,4000000,3924411.79
62,0,0,1,19,105,2500000,2500000
64,0,0,1,18,105,2300000,2300000
50,0,0,1,24,105,3000000,3000000
56,0,0,1,27,105,145000,131484.04
63,0,0,1,18,105,200000,186108.53
60,0,0,1,18,105,110000,102359.63
60,0,0,1,20,105,570000,530409.26
67,0,0,1,20,105,590000,549020.15
59,0,0,1,29,105,160000,127220.51
67,0,0,1,19,105,200000,185679.24
52,0,0,1,27,105,270000,255081.06
57,0,0,1,23,105,210000,197016.84
60,0,0,1,20,105,1420000,1329099.81
58,0,0,1,21,105,1200000,1113110.22
54,0,0,1,29,105,155000,69938.24
50,0,0,1,23,105,2000000,1929343.26
69,0,0,1,19,105,900000,868466.1
60,0,0,1,20,105,600000,578977.4
61,0,0,1,15,105,700000,376890.2
65,0,0,1,15,105,700000,668079.44
64,0,0,1,19,105,800000,760186.42
67,0,0,1,16,105,770000,747590.69
54,0,0,1,21,105,1000000,970897.03
56,0,0,1,20,105,600000,582538.22
68,0,0,1,16,105,920000,890587.84
61,0,0,1,19,105,2000000,1952170.41
52,0,0,1,26,105,1150000,1119331.56
64,0,0,1,18,105,6900000,6680061.36
60,0,0,1,17,105,4000000,3804760.28
66,0,0,1,19,105,12000000,11800621.33
60,0,0,1,18,105,12500000,12226729.89
58,0,0,1,26,105,6500000,6357899.54
60,0,0,1,19,105,12000000,11703824.19
68,0,0,1,20,105,10000000,9904053.56
59,0,0,1,27,105,2700000,2674094.45
54,0,0,1,29,105,8000000,7900287.47
62,0,0,1,18,105,12000000,11596067.55
52,0,0,1,25,105,13000000,12920899.34
68,0,0,1,18,105,6500000,6286798.19
63,0,0,1,15,105,2800000,2767478.63
59,0,0,1,21,105,7000000,6608447.75
61,0,0,1,20,105,7500000,7374771.99
67,0,0,1,19,105,5000000,4971615.85
54,0,0,1,21,105,2500000,2435398.74
61,0,0,1,15,105,9400000,9247438.21
57,0,0,1,27,105,1000000,919852.34
54,0,0,1,27,105,185000,170172.67
61,0,0,1,18,105,1000000,919852.34
58,0,0,1,29,105,210000,0
68,0,0,1,19,105,1100000,1011837.59
55,0,0,1,23,105,850000,781874.57
55,0,0,1,30,105,1000000,919852.34
69,0,0,1,15,105,800000,735881.91
57,0,0,1,26,105,205000,188569.78
63,0,0,1,20,105,960000,875499.87
66,0,0,1,19,105,1000000,930542.59
50,0,0,1,25,105,270000,251246.48
67,0,0,1,19,105,300000,279162.8
63,0,0,1,20,105,250000,232635.64
56,0,0,1,26,105,1000000,930542.59
59,0,0,1,28,105,750000,689850.01
62,0,0,1,16,105,1330000,1257146.5
52,0,0,1,21,105,280000,264662.43
63,0,0,1,20,105,160000,151235.66
50,0,0,1,23,105,1700000,1606878.95
59,0,0,1,26,105,1300000,1228789.81
55,0,0,1,26,105,220000,207362.06
50,0,0,1,27,105,1000000,933796.06
65,0,0,1,17,105,1000000,925523.78
61,0,0,1,15,105,1490000,1418305.87
67,0,0,1,20,105,300000,253083.52
52,0,0,1,28,105,1000000,964962.33
51,0,0,1,26,105,1090000,1051808.93
52,0,0,1,26,105,740000,714072.16
51,0,0,1,22,105,320000,308787.91
54,0,0,1,22,105,900000,868466.1
54,0,0,1,21,105,1900000,1809400.54
68,0,0,1,20,105,1870000,1755626.34
67,0,0,1,20,105,1850000,1796159.56
56,0,0,1,30,105,3850000,3757927.99
54,1,0,1,25,105,7400000,7277478.52
60,1,0,1,15,105,7600000,7474167.15
67,1,0,1,20,105,3700000,3638739.25
63,1,0,1,15,105,7800000,7668860
54,1,0,1,23,105,3500000,3431975.22
53,1,0,1,25,105,6640000,6458700.47
52,1,0,1,23,105,450000,437713.12
58,1,0,1,25,105,4000000,3890783.42
54,1,0,1,23,105,6200000,5965668.07
68,1,0,1,17,105,2000000,1715625.87
62,1,0,1,20,105,5160000,5095685.42
57,1,0,1,28,105,4500000,4395939.16
67,1,0,1,18,105,2000000,1953750.74
64,1,0,1,16,105,2650000,2588719.74
57,1,0,1,29,105,5870000,5718796.23
58,1,0,1,30,105,8850000,8622035.2
50,1,0,1,29,105,6400000,6235144.12
65,1,0,1,16,105,3880000,3856391.5
51,1,0,1,30,105,2450000,2435092.57
67,1,0,1,16,105,4000000,3975661.34
